date,SPY,VLUE,QUAL,SIZE,MTUM,USMV
2018-09-26,289.88,87.57,90.08,87.71,118.51,56.66
2018-09-27,290.69,87.77,90.24,87.76,118.84,56.77
2018-09-28,290.72,87.85,90.37,87.9465,119.0,57.04
2018-10-01,291.73,88.14,90.71,87.68,119.62,57.03
2018-10-02,291.56,88.24,90.78,87.93,119.09,57.05
2018-10-03,291.72,88.78,90.74,87.66,119.48,56.84
2018-10-04,289.44,88.21,89.93,86.95,117.58,56.58
2018-10-05,287.82,87.55,89.29,86.95,116.39,56.61
2018-10-08,287.82,87.71,89.27,86.97,115.31,56.7
2018-10-09,287.4,87.25,89.1,86.79,115.34,56.76
2018-10-10,278.3,84.95,86.05,84.52,110.17,55.33
2018-10-11,272.17,82.98,84.05,83.03,108.06,54.11
2018-10-12,275.95,83.89,85.27,83.3029,110.8,54.62
2018-10-15,274.4,83.44,84.83,83.64,109.41,54.63
2018-10-16,280.4,85.025,86.4,84.42,112.65,55.63
2018-10-17,280.45,84.9,86.35,84.74,112.62,55.64
2018-10-18,276.4,83.64,85.23,83.7885,110.36,55.29
2018-10-19,276.25,83.57,84.83,84.07,109.13,55.39
2018-10-22,275.01,83.24,84.68,83.47,109.49,55.2
2018-10-23,273.61,82.88,84.13,82.86,108.36,55.04
2018-10-24,265.32,79.96,81.53,81.23,104.26,54.21
2018-10-25,270.08,81.62,82.76,82.08,107.23,54.53
2018-10-26,265.33,80.56,81.63,81.57,104.86,53.82
2018-10-29,263.86,80.61,81.47,80.1,103.41,53.86
2018-10-30,267.77,81.89,82.78,81.6599,105.08,54.62
2018-10-31,270.63,82.66,83.53,83.24,107.27,54.73
2018-11-01,273.51,83.86,84.485,83.635,109.14,54.9
2018-11-02,271.89,82.9,83.95,83.33,108.39,54.8
2018-11-05,273.39,83.5,84.45,84.01,109.0,55.26
2018-11-06,275.12,83.97,85.0,84.32,109.27,55.61
2018-11-07,281.01,85.45,86.74,85.65,112.52,56.52
2018-11-08,280.5,85.2,86.64,85.65,112.31,56.55
2018-11-09,277.76,84.11,85.85,84.98,110.76,56.52
2018-11-12,272.57,82.47,84.26,84.07,107.79,55.88
2018-11-13,272.06,82.25,84.05,84.27,107.6,55.77
2018-11-14,270.2,81.28,83.39,83.65,106.57,55.48
2018-11-15,273.02,81.93,84.29,84.11,108.12,55.83
2018-11-16,273.73,82.09,84.19,84.44,107.49,56.13
2018-11-19,269.1,81.1,82.73,83.6263,103.97,55.61
2018-11-20,264.12,79.14,81.32,82.79,102.16,54.88
2018-11-21,265.02,79.55,81.29,83.2498,102.58,54.84
2018-11-23,263.25,79.0,80.71,82.97,101.86,54.71
2018-11-26,267.5,80.26,81.75,83.5885,104.13,55.17
2018-11-27,268.4,80.42,81.92,83.6892,104.45,55.34
2018-11-28,274.58,82.11,83.88,84.829,108.04,56.27
2018-11-29,273.98,81.68,83.49,84.98,107.58,56.24
2018-11-30,275.65,82.17,84.3,85.55,108.79,56.5
2018-12-03,279.3,83.17,85.27,86.41,110.17,56.99
2018-12-04,270.25,80.15,82.66,83.65,106.88,55.98
2018-12-06,269.84,79.78,82.64,83.55,107.24,55.95
2018-12-07,263.57,77.7,80.74,81.59,104.12,55.11
2018-12-10,264.07,77.24,80.99,81.46,104.89,55.28
2018-12-11,264.13,77.06,81.04,81.3159,105.07,55.34
2018-12-12,265.46,77.65,81.46,81.9,105.72,55.4
2018-12-13,265.37,77.29,81.51,81.38,105.9,55.5
2018-12-14,260.47,76.43,79.7,80.2277,103.49,54.74
2018-12-17,255.36,74.49,77.56,78.09,100.5,53.28
2018-12-18,255.08,74.42,77.67,78.01,100.61,53.09
2018-12-19,251.26,73.09,76.37,76.76,99.33,52.63
2018-12-20,247.17,71.54,75.24,75.43,97.4,51.89
2018-12-21,240.7,70.42,73.67,74.05,95.37,51.19
2018-12-24,234.34,68.64,71.91,72.15,92.8,49.77
2018-12-26,246.18,71.63,75.28,75.47,97.98,51.47
2018-12-27,248.07,72.2,76.16,75.8013,98.93,52.03
2018-12-28,247.75,72.08,75.97,75.8033,98.9,51.94
2018-12-31,249.92,72.57,76.76,76.63,100.23,52.4
2019-01-02,250.18,73.32,76.72,76.48,99.56,51.94
2019-01-03,244.21,71.93,74.79,75.06,96.81,51.18
2019-01-04,252.39,74.45,77.43,77.63,100.05,52.3
2019-01-07,254.38,75.31,77.9,78.5628,101.01,52.47
2019-01-08,256.77,75.82,78.74,79.36,102.26,52.92
2019-01-09,257.97,76.32,79.18,79.97,102.86,52.93
2019-01-10,258.88,76.56,79.54,80.51,103.0,53.33
2019-01-11,258.98,77.06,79.31,80.53,103.07,53.34
2019-01-14,257.4,76.6,78.89,80.16,102.17,52.95
2019-01-15,260.35,76.86,79.61,80.6025,103.78,53.48
2019-01-16,260.98,77.06,79.68,80.96,103.62,53.465
2019-01-17,262.96,77.66,80.4,81.6389,104.41,53.83
2019-01-18,266.46,78.85,81.48,82.8738,105.51,54.43
2019-01-22,262.86,77.61,80.32,81.62,104.35,54.05
2019-01-23,263.41,77.54,80.37,81.63,104.67,54.36
2019-01-24,263.55,78.11,80.44,82.08,104.36,54.23
2019-01-25,265.78,78.89,81.32,83.0,105.04,54.42
2019-01-28,263.76,78.51,80.76,82.69,103.99,54.3
2019-01-29,263.41,78.52,80.8,82.7538,103.56,54.39
2019-01-30,267.58,79.16,81.82,83.71,105.73,54.97
2019-01-31,269.93,79.71,83.09,84.379,106.7,55.36
2019-02-01,270.06,79.98,83.46,84.63,106.9,55.49
2019-02-04,271.96,80.2,84.01,85.04,107.1,55.88
2019-02-05,273.1,80.28,84.56,85.42,107.27,56.04
2019-02-06,272.74,80.53,84.41,85.3342,107.35,55.96
2019-02-07,270.14,79.4,83.57,84.85,106.87,55.84
2019-02-08,270.47,79.1,83.79,84.8189,107.28,56.07
2019-02-11,270.62,79.22,83.88,85.1711,107.28,56.08
2019-02-12,274.1,80.28,84.84,86.38,108.4,56.48
2019-02-13,274.99,80.77,85.315,86.68,108.45,56.61
2019-02-14,274.38,80.58,85.16,86.5,108.32,56.45
2019-02-15,277.37,81.58,86.03,87.37,109.46,57.03
2019-02-19,277.85,81.9,86.03,87.53,109.54,57.15
2019-02-20,278.41,82.08,86.38,87.7204,109.5,57.2
2019-02-21,277.42,81.59,85.91,87.39,109.71,57.23
2019-02-22,279.14,82.01,86.75,88.01,110.49,57.54
2019-02-25,279.52,82.24,86.82,88.0,110.28,57.38
2019-02-26,279.32,82.1,86.8,87.8514,110.28,57.35
2019-02-27,279.2,81.72,86.92,87.95,110.04,57.34
2019-02-28,278.68,81.22,86.71,87.7494,110.32,57.48
2019-03-01,280.42,81.5,87.34,88.32,110.87,57.78
2019-03-04,279.4,80.93,87.11,87.8,110.02,57.47
2019-03-05,279.02,80.57,87.01,87.56,109.97,57.46
2019-03-06,277.33,79.59,86.69,86.82,109.36,57.24
2019-03-07,275.01,78.9,85.99,86.0907,108.7,56.98
2019-03-08,274.46,78.82,85.83,85.87,108.39,56.93
2019-03-11,278.44,79.95,87.15,86.99,109.81,57.58
2019-03-12,279.49,80.15,87.51,87.37,110.26,57.73
2019-03-13,281.34,80.61,87.98,87.82,110.89,58.03
2019-03-14,281.16,80.38,87.95,87.6777,110.91,57.98
2019-03-15,281.31,80.86,88.34,87.94,111.53,58.18
2019-03-18,282.33,81.25,88.45,88.35,111.56,58.22
2019-03-19,282.4,81.31,88.4,88.14,111.8,58.09
2019-03-20,281.55,79.73,87.87,87.41,110.98,57.64
2019-03-21,284.73,80.88,88.74,88.51,112.18,58.38
2019-03-22,279.25,79.06,87.12,86.65,110.91,57.93
2019-03-25,279.04,78.7,87.09,86.62,111.03,58.0
2019-03-26,281.12,79.39,87.88,87.35,111.76,58.43
2019-03-27,279.65,78.99,87.5,86.98,111.21,58.27
2019-03-28,280.71,79.16,87.91,87.48,111.45,58.47
2019-03-29,282.48,79.86,88.55,87.99,112.18,58.8
2019-04-01,285.83,81.23,89.47,89.15,112.57,59.01
2019-04-02,285.97,80.88,89.55,89.14,112.36,58.97
2019-04-03,286.42,81.39,89.635,89.46,112.31,58.93
2019-04-04,287.18,81.86,89.85,89.64,112.06,58.97
2019-04-05,288.57,82.31,90.31,90.25,112.53,59.23
2019-04-08,288.79,82.37,90.42,90.2,112.6,59.22
2019-04-09,287.31,81.53,89.92,89.51,112.42,59.05
2019-04-10,288.29,82.03,90.31,90.09,112.75,59.19
2019-04-11,288.21,82.08,90.37,90.25,112.42,59.17
2019-04-12,290.16,82.38,91.16,90.97,112.79,59.43
2019-04-15,289.97,82.17,91.16,90.77,113.07,59.51
2019-04-16,290.16,82.74,91.31,90.76,112.36,59.16
2019-04-17,289.45,82.78,91.03,90.16,111.41,58.8
2019-04-18,290.02,82.93,90.94,90.39,111.65,58.9
2019-04-22,290.27,82.67,90.94,90.27,111.65,58.83
2019-04-23,292.88,83.24,91.95,91.14,112.54,59.33
2019-04-24,292.23,82.81,91.89,91.12,112.73,59.4
2019-04-25,292.05,82.07,91.58,90.525,113.27,59.36
2019-04-26,293.41,82.13,91.89,91.07,114.17,59.68
2019-04-29,293.87,82.39,91.88,91.07,113.98,59.53
2019-04-30,294.02,82.59,91.91,91.35,114.71,60.08
2019-05-01,291.81,82.14,91.11,90.45,113.83,59.48
2019-05-02,291.18,81.99,90.97,90.37,113.78,59.49
2019-05-03,294.03,82.83,91.67,91.29,114.59,59.73
2019-05-06,292.82,82.46,91.32,90.82,114.52,59.7
2019-05-07,287.93,81.15,89.76,89.3,112.84,59.02
2019-05-08,287.53,80.73,89.71,89.21,112.77,59.0
2019-05-09,286.66,80.29,89.42,89.019,112.6,59.0
2019-05-10,288.1,80.52,89.83,89.39,113.56,59.45
2019-05-13,280.86,78.28,87.64,87.14,111.82,58.77
2019-05-14,283.4,79.23,88.34,87.99,112.4,59.02
2019-05-15,285.06,79.52,89.06,88.29,112.88,59.27
2019-05-16,287.7,79.79,89.75,88.99,114.13,59.81
2019-05-17,285.84,79.18,89.26,88.37,113.81,59.73
2019-05-20,283.95,78.66,88.63,87.7824,113.43,59.64
2019-05-21,286.51,79.54,89.41,88.7372,114.08,60.05
2019-05-22,285.63,78.64,89.136,88.34,114.45,60.22
2019-05-23,282.14,77.67,87.97,87.11,113.67,59.94
2019-05-24,282.78,77.85,88.02,87.28,113.84,59.98
2019-05-28,280.15,76.8,87.26,86.53,112.9,59.35
2019-05-29,278.27,76.37,86.59,85.9,112.18,59.02
2019-05-30,279.03,76.2,86.81,86.0,113.04,59.33
2019-05-31,275.27,74.66,85.86,85.03,112.19,59.11
2019-06-03,274.57,75.34,85.59,85.38,111.43,59.43
2019-06-04,280.53,77.54,87.61,87.45,113.6,60.05
2019-06-05,282.96,77.46,88.41,88.0872,115.51,60.87
2019-06-06,284.8,77.83,88.97,88.41,116.41,61.28
2019-06-07,287.65,78.31,90.03,89.0824,117.92,61.65
2019-06-10,288.97,78.89,90.38,89.48,118.17,61.59
2019-06-11,288.9,79.02,90.45,89.35,117.73,61.4
2019-06-12,288.39,78.52,90.3,89.18,118.06,61.66
2019-06-13,289.58,79.2,90.67,89.71,118.26,61.71
2019-06-14,289.26,78.77,90.37,89.43,118.03,61.91
2019-06-17,289.37,78.06,89.9,88.96,117.49,61.46
2019-06-18,292.4,79.19,90.8,89.9,118.38,61.67
2019-06-19,293.06,79.33,91.13,90.29,119.23,62.02
2019-06-20,295.86,79.79,92.22,91.1269,120.45,62.47
2019-06-21,294.0,79.66,91.96,90.8183,119.75,62.26
2019-06-24,293.64,79.33,91.68,90.31,119.72,62.32
2019-06-25,290.76,79.14,90.9,89.64,118.34,61.95
2019-06-26,290.47,79.67,90.71,89.535,117.7,61.26
2019-06-27,291.5,80.31,91.01,90.19,118.1,61.49
2019-06-28,293.0,81.19,91.47,91.0,118.6,61.73
2019-07-01,295.66,81.67,92.23,91.57,119.84,61.99
2019-07-02,296.43,81.49,92.46,91.51,120.65,62.45
2019-07-03,298.8,81.97,93.35,92.38,121.88,63.12
2019-07-05,298.46,82.01,93.15,92.26,121.43,62.99
2019-07-08,296.82,81.59,92.6,91.71,120.83,62.87
2019-07-09,297.19,81.51,92.75,91.86,121.21,62.98
2019-07-10,298.61,81.76,93.14,91.92,121.84,63.27
2019-07-11,299.31,82.04,93.35,92.0332,122.07,63.28
2019-07-12,300.65,82.92,93.68,92.76,122.48,63.42
2019-07-15,300.75,82.9,93.78,92.63,122.74,63.53
2019-07-16,299.71,82.7,93.47,92.48,122.195,63.36
2019-07-17,297.74,81.96,92.83,91.83,121.7,63.18
2019-07-18,298.83,82.44,93.22,92.1348,122.45,63.47
2019-07-19,297.17,82.37,92.53,91.76,121.45,62.89
2019-07-22,297.9,82.39,92.82,91.76,122.03,62.9
2019-07-23,300.03,83.18,93.47,92.5418,122.29,63.1
2019-07-24,301.44,84.19,93.95,93.23,122.66,63.08
2019-07-25,300.0,83.62,93.51,92.59,122.22,63.11
2019-07-26,302.01,83.86,94.1,93.15,123.04,63.58
2019-07-29,301.46,83.78,94.07,92.83,122.85,63.67
2019-07-30,300.72,83.53,93.7,92.8,122.6,63.38
2019-07-31,297.43,82.49,92.73,92.1,120.73,62.76
2019-08-01,294.84,81.36,91.88,90.88,120.55,62.67
2019-08-02,292.62,80.57,91.03,90.01,119.3,62.59
2019-08-05,283.82,78.3,88.14,87.37,115.63,61.12
2019-08-06,287.8,79.05,89.45,88.44,117.72,62.08
2019-08-07,287.97,78.95,89.52,88.62,118.07,62.37
2019-08-08,293.62,80.15,91.43,90.2,120.53,63.42
2019-08-09,291.62,79.05,90.65,89.38,120.15,63.24
2019-08-12,288.07,78.02,89.64,88.1138,118.67,62.74
2019-08-13,292.55,79.11,91.12,89.21,120.43,63.29
2019-08-14,283.9,76.38,88.31,86.61,117.12,61.9
2019-08-15,284.65,76.17,88.61,86.6,117.62,62.39
2019-08-16,288.85,77.53,89.92,87.91,119.25,62.98
2019-08-19,292.33,78.58,91.0,88.97,120.39,63.52
2019-08-20,290.09,77.75,90.3,88.3245,119.75,63.1
2019-08-21,292.45,78.54,91.05,89.0156,120.85,63.53
2019-08-22,292.36,78.67,91.06,88.98,120.72,63.65
2019-08-23,284.85,76.44,88.51,86.61,117.64,62.47
2019-08-26,288.0,77.07,89.52,87.31,119.16,63.1
2019-08-27,286.87,76.26,89.48,86.96,119.26,63.03
2019-08-28,288.89,77.13,90.06,87.5406,119.81,63.33
2019-08-29,292.58,78.34,91.14,88.7365,121.23,63.85
2019-08-30,292.45,78.76,91.08,88.9214,121.05,63.755
2019-09-03,290.74,78.35,90.41,88.25,120.41,63.84
2019-09-04,294.04,79.54,91.43,89.26,121.85,64.38
2019-09-05,297.82,81.11,92.9,90.51,123.03,64.52
2019-09-06,298.05,81.38,93.02,90.6141,122.99,64.69
2019-09-09,298.2,82.83,92.83,91.01,120.95,64.16
2019-09-10,298.13,84.0,92.74,91.28,119.16,63.63
2019-09-11,300.25,84.82,93.24,92.03,119.68,63.84
2019-09-12,301.29,84.59,93.54,92.18,120.79,64.12
2019-09-13,301.09,84.65,93.39,92.17,120.1,63.83
2019-09-16,300.16,84.23,92.97,92.37,119.55,63.71
2019-09-17,300.92,84.0,93.33,92.42,120.62,64.25
2019-09-18,301.1,83.61,93.38,92.27,120.77,64.31
2019-09-19,301.08,83.48,93.24,92.06,120.9,64.41
2019-09-20,298.28,83.29,92.72,91.61,120.44,64.25
2019-09-23,298.21,83.23,92.92,91.63,120.52,64.34
2019-09-24,295.87,81.73,91.91,90.4,119.28,63.95
2019-09-25,297.62,82.44,92.46,91.03,119.54,64.02
2019-09-26,297.0,82.03,92.23,90.8,119.78,64.14
2019-09-27,295.4,81.66,91.82,90.3,118.53,63.8
2019-09-30,296.77,82.04,92.4,90.78,119.25,64.1
2019-10-01,293.24,80.65,91.23,89.41,117.97,63.56
2019-10-02,288.06,78.98,89.66,87.79,115.87,62.68
2019-10-03,290.42,79.41,90.46,88.4636,117.14,63.1
2019-10-04,294.35,80.24,91.8,89.525,119.04,64.03
2019-10-07,293.08,79.955,91.34,89.15,118.4,63.68
2019-10-08,288.53,78.54,89.8372,87.53,116.22,62.98
2019-10-09,291.27,79.25,90.67,88.27,117.52,63.41
2019-10-10,293.24,80.06,91.28,88.87,117.94,63.7
2019-10-11,296.28,81.39,92.63,90.11,118.88,63.77
2019-10-14,295.95,81.32,92.64,89.88,118.67,63.68
2019-10-15,298.88,82.44,93.44,90.71,119.3,63.84
2019-10-16,298.4,82.14,93.22,90.44,118.62,63.865
2019-10-17,299.28,82.19,93.52,90.7869,118.93,64.03
2019-10-18,297.97,82.14,93.02,90.67,118.26,64.08
2019-10-21,299.99,82.81,93.64,91.3,118.85,64.22
2019-10-22,299.01,83.31,93.35,91.14,117.41,63.67
2019-10-23,299.88,83.35,93.4,91.44,117.35,63.76
2019-10-24,300.37,83.13,93.86,91.6363,118.68,63.77
2019-10-25,301.6,84.35,94.34,92.01,119.02,63.51
2019-10-28,303.3,85.18,94.81,92.3824,119.58,63.5
2019-10-29,303.21,85.15,94.66,92.476,119.66,63.71
2019-10-30,304.14,84.89,94.81,92.49,120.52,64.06
2019-10-31,303.33,84.37,94.44,91.97,120.02,63.95
2019-11-01,306.14,85.75,95.4,93.08,120.48,63.98
2019-11-04,307.37,86.9,95.76,93.58,119.78,63.52
2019-11-05,307.03,87.17,95.67,93.52,119.06,63.21
2019-11-06,307.1,87.06,95.69,93.42,119.49,63.56
2019-11-07,308.18,87.53,96.01,93.61,119.63,63.52
2019-11-08,308.94,87.78,96.21,93.82,120.44,63.5
2019-11-11,308.35,87.58,96.06,93.72409999999999,120.52,63.38
2019-11-12,309.0,87.63,96.25,93.81,120.9,63.42
2019-11-13,309.1,87.11,96.52,93.74,121.83,63.79
2019-11-14,309.55,87.12,96.72,93.94,121.71,63.94
2019-11-15,311.79,87.98,97.46,94.63,122.22,64.25
2019-11-18,312.02,87.96,97.48,94.61,122.45,64.41
2019-11-19,311.93,87.29,97.59,94.67,123.22,64.49
2019-11-20,310.77,86.64,97.14,94.43,122.87,64.43
2019-11-21,310.27,86.7,97.01,94.15,122.07,64.12
2019-11-22,310.96,87.12,97.25,94.49,122.17,64.17
2019-11-25,313.37,87.98,98.1,95.34,123.02,64.32
2019-11-26,314.08,87.65,98.43,95.54,123.98,64.83
2019-11-27,315.48,87.98,98.94,95.96,124.43,65.02
2019-11-29,314.31,87.49,98.65,95.45,123.97,64.84
2019-12-02,311.64,86.94,97.85,94.56,122.52,64.39
2019-12-03,309.55,85.89,97.19,93.92,122.61,64.24
2019-12-04,311.46,86.51,97.9,94.45,123.18,64.55
2019-12-05,312.02,86.71,98.18,94.58,123.4,64.66
2019-12-06,314.87,87.57,99.0,95.41,123.7,64.92
2019-12-09,313.88,87.28,98.83,95.11,123.31,64.77
2019-12-10,313.53,87.2,98.7,95.0,123.11,64.7
2019-12-11,314.42,87.5,99.06,95.19,123.4,64.69
2019-12-12,317.13,88.84,99.8,96.07,123.51,64.85
2019-12-13,317.32,88.34,99.71,95.9,124.05,65.01
2019-12-16,319.5,88.57,99.93,96.29,124.21,64.93
2019-12-17,319.57,88.59,99.85,96.26,123.98,64.89
2019-12-18,319.59,88.74,99.95,96.35,123.93,64.86
2019-12-19,320.9,89.05,100.36,96.72,124.69,65.12
2019-12-20,320.73,89.8,100.93,97.3,125.6,65.54
2019-12-23,321.22,89.88,100.94,97.31,125.11,65.26
2019-12-24,321.23,89.86,100.91,97.39,125.31,65.32
2019-12-26,322.94,90.105,101.28,97.5002,125.72,65.51
2019-12-27,322.86,89.92,101.3,97.49,125.91,65.67
2019-12-30,321.08,89.42,100.81,97.09,125.29,65.46
2019-12-31,321.86,89.73,101.0,97.41,125.56,65.6
2020-01-02,324.87,90.31,101.88,97.77,125.98,65.62
2020-01-03,322.41,89.34,101.22,97.31,125.96,65.66
2020-01-06,323.64,89.2,101.46,97.45,126.1,65.75
2020-01-07,322.73,89.33,101.32,97.3989,125.79,65.48
2020-01-08,324.45,89.53,101.73,97.72,126.46,65.62
2020-01-09,326.65,89.69,102.56,98.17,127.56,66.03
2020-01-10,325.71,89.31,102.42,97.83,127.56,66.0
2020-01-13,327.95,89.59,103.27,98.51,128.75,66.4
2020-01-14,327.45,89.91,103.12,98.68,128.5,66.355
2020-01-15,328.19,89.56,103.43,98.84,129.59,66.82
2020-01-16,330.92,90.29,104.27,99.77,130.62,67.33
2020-01-17,331.95,90.37,104.56,99.88,131.38,67.62
2020-01-21,331.3,89.94,104.28,99.59,132.06,67.79
2020-01-22,331.34,90.42,104.34,99.5,132.37,67.91
2020-01-23,331.72,90.48,104.24,99.74,132.62,68.07
2020-01-24,328.77,89.87,103.16,98.74,132.03,67.75
2020-01-27,323.5,88.01,101.45,97.17,130.86,67.27
2020-01-28,326.89,88.9,102.36,98.06,132.01,67.67
2020-01-29,326.62,87.95,102.5,97.76,131.6,67.44
2020-01-30,327.68,88.0,102.64,98.03,132.53,67.97
2020-01-31,321.73,86.34,100.31,96.17,130.26,67.14
2020-02-03,324.12,86.74,101.31,96.92,131.5,67.5
2020-02-04,329.06,88.3,102.8,98.48,133.13,67.96
2020-02-05,332.86,90.19,104.05,99.52,133.045,68.49
2020-02-06,333.98,90.3,104.42,99.53,133.71,68.57
2020-02-07,332.2,89.58,103.73,98.77,133.2,68.39
2020-02-10,334.68,89.92,104.23,99.1534,134.56,68.79
2020-02-11,335.26,90.63,104.42,99.96,134.67,68.91
2020-02-12,337.42,91.41,105.05,100.6406,135.02,69.01
2020-02-13,337.06,91.04,104.8,100.57,135.95,69.34
2020-02-14,337.6,90.42,105.0,100.7,136.87,69.67
2020-02-18,336.73,89.87,104.71,100.5,136.76,69.62
2020-02-19,338.34,90.35,105.06,100.89,137.08,69.59
2020-02-20,336.95,90.19,104.74,100.96,136.51,69.45
2020-02-21,333.48,89.28,103.73,99.96,135.27,69.25
2020-02-24,322.42,86.08,100.15,96.91,131.91,67.85
2020-02-25,312.65,82.98,97.09,93.69,128.25,66.15
2020-02-26,311.5,82.11,96.875,92.63,127.5,65.92
2020-02-27,297.51,78.66,92.755,88.88,121.895,62.99
2020-02-28,296.26,78.02,91.95,87.87,120.9,61.27
2020-03-02,309.09,81.13,96.02,91.01,126.73,64.66
2020-03-03,300.24,78.51,93.14,88.83,124.27,63.54
2020-03-04,312.86,81.6,96.77,92.17,129.96,66.4
2020-03-05,302.46,78.75,93.72,88.97,126.34,64.76
2020-03-06,297.46,77.28,92.35,87.12,124.6,64.18
2020-03-09,274.23,69.98,85.85,79.47,116.1,60.3
2020-03-10,288.42,73.66,90.29,83.09,121.1,62.24
2020-03-11,274.36,69.62,85.85,78.51,115.06,59.53
2020-03-12,248.11,61.73,77.81,70.73,104.75,53.94
2020-03-13,269.32,67.86,84.86,76.28,113.14,57.53
2020-03-16,239.85,59.25,76.22,65.91,99.15,51.73
2020-03-17,252.8,62.46,79.54,70.35,106.06,54.44
2020-03-18,240.0,59.49,76.12,64.8,100.35,51.93
2020-03-19,240.51,59.2,76.14,66.32,99.68,51.03
2020-03-20,228.8,56.52,72.06,63.3,93.81,48.35
2020-03-23,222.95,55.33,69.28,61.43,90.36,46.61
2020-03-24,243.15,60.88,76.46,67.7,99.98,50.65
2020-03-25,246.79,61.05,77.67,69.04,101.84,51.22
2020-03-26,261.2,64.99,82.03,73.17,108.56,54.79
2020-03-27,253.42,62.53,79.48,70.98,106.44,53.65
2020-03-30,261.65,64.3,82.45,72.7439,109.83,55.37
2020-03-31,257.75,63.0,81.04,71.38,106.48,54.01
2020-04-01,246.15,59.5,77.66,67.79,101.29,51.94
2020-04-02,251.83,60.32,79.49,68.73,102.91,53.1
2020-04-03,248.19,59.26,78.26,67.45,101.08,52.35
2020-04-06,264.86,63.67,83.5,72.67,108.305,55.65
2020-04-07,265.13,64.445,83.75,73.28,107.48,55.56
2020-04-08,274.03,67.06,86.55,76.38,110.52,57.6
2020-04-09,278.2,68.24,87.44,78.19,111.4,59.16
2020-04-13,275.66,67.23,86.04,76.67,111.86,57.93
2020-04-14,283.79,68.75,88.75,78.57,116.22,59.59
2020-04-15,277.76,66.34,86.7,76.3,114.73,58.13
2020-04-16,278.96,65.96,86.75,76.23,116.71,58.2158
